file_name,accuracy,precision,recall,f1,total_utterances,eot_ratio,auc,optimal_threshold,false_positives,false_negatives
36a6890e-a8d8-420c-aa8b-41b5c99164b7.wav.post-edited.json,0.13043478260869565,0.6666666666666666,0.09523809523809523,0.16666666666666666,23,0.9130434782608695,0.07142857142857142,0.1,1,19
cfe48401-e279-4ec3-9a04-7fef9652bb30.wav.post-edited.json,0.2,0.0,0.0,0.0,5,0.8,0.25,0.5,0,4
e163261f-1fbc-4c06-9d13-b899762d1c60.wav.post-edited.json,0.0,0.0,0.0,0.0,13,1.0,0.5,0.5,0,13
2b411ef2-d422-4677-8e3e-5beec5318842.wav.post-edited.json,0.6666666666666666,0.0,0.0,0.0,3,0.3333333333333333,0.5,0.5,0,1
aa2e16aa-5a15-4656-963e-312ff34fde77.wav.post-edited.json,0.0,0.0,0.0,0.0,10,1.0,0.5,0.5,0,10
0a7032bd-e47b-4d87-b0c6-539a544168a7.wav.post-edited.json,0.25,0.4375,0.28,0.34146341463414637,36,0.6944444444444444,0.18,0.1,9,18
6c5bc3e1-556c-4ba0-be0c-cdd6f499309f.wav.post-edited.json,0.13793103448275862,0.16666666666666666,0.11764705882352941,0.13793103448275862,29,0.5862068965517241,0.09803921568627455,0.1,10,15
83dec5ab-97e0-45d6-a35d-77c238102744.wav.post-edited.json,0.1111111111111111,0.0,0.0,0.0,9,0.8888888888888888,0.125,0.5,0,8
4a05d738-5484-42c2-bb19-2bf898140246.wav.post-edited.json,0.1111111111111111,0.0,0.0,0.0,18,0.8333333333333334,0.0,0.5,1,15
5c53dda3-5a5f-4a68-a346-b9e6195e8d85.wav.post-edited.json,0.09090909090909091,0.0,0.0,0.0,11,0.9090909090909091,1.0,0.5,0,10
5e0c0852-1021-447a-8f37-773463517e29.wav.post-edited.json,0.18181818181818182,0.0,0.0,0.0,11,0.7272727272727273,0.0,0.5,1,8
c711e4a2-5534-42d9-b12b-5a334a5a2f50.wav.post-edited.json,0.5,0.0,0.0,0.0,2,0.5,0.0,0.5,0,1
b889fd9d-04d6-49ab-94f1-6e421b96c86d.wav.post-edited.json,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0,2
ab56ada9-5010-4985-ac47-9c9c1ff34785.wav.post-edited.json,0.2,0.0,0.0,0.0,10,0.8,0.3125,0.5,0,8
61c2b739-aab6-4ea7-8b6b-81b27fe57f26.wav.post-edited.json,0.05263157894736842,0.0,0.0,0.0,19,0.9473684210526315,0.0,0.5,0,18
8144fee7-47ba-49f6-bf39-739a492098e5.wav.post-edited.json,0.125,0.0,0.0,0.0,16,0.875,0.5,0.5,0,14
68747fad-c7e3-4888-b6da-97fc8d0333fc.wav.post-edited.json,0.2,0.0,0.0,0.0,10,0.8,0.5,0.5,0,8
5dcd871d-0eed-4328-b239-502cf6d5a533.wav.post-edited.json,0.1111111111111111,0.0,0.0,0.0,9,0.8888888888888888,0.0,0.5,0,8
fb83796c-d770-4aa8-9e15-40572bbefd6d.wav.post-edited.json,0.6666666666666666,0.0,0.0,0.0,6,0.3333333333333333,0.25,0.5,0,2
647efaac-14d5-4a5c-ab44-c0ba2394cdcc.wav.post-edited.json,0.25,0.6153846153846154,0.2962962962962963,0.4,32,0.84375,0.2074074074074074,0.1,5,19
8ada478d-c6d8-4a3e-9040-1e554b10d63f.wav.post-edited.json,0.23809523809523808,0.0,0.0,0.0,21,0.7619047619047619,0.04999999999999999,0.5,0,16
38ee7aab-cae3-421a-a9ff-5d100cc663ec.wav.post-edited.json,0.23076923076923078,0.0,0.0,0.0,13,0.7692307692307693,0.26666666666666666,0.5,0,10
1392019d-17c1-4d78-95ff-412d6de417f8.wav.post-edited.json,0.2727272727272727,0.0,0.0,0.0,11,0.6363636363636364,0.14285714285714285,0.5,1,7
249f913f-0922-4d80-a6af-a452e0e01635.wav.post-edited.json,0.0,0.0,0.0,0.0,11,1.0,0.5,0.5,0,11
950201e6-d374-4801-9fb0-53984cfef7bc.wav.post-edited.json,0.0,0.0,0.0,0.0,4,1.0,0.5,0.5,0,4
13f34ee1-46fc-437b-9294-2bfc4aac839f.wav.post-edited.json,0.1,0.0,0.0,0.0,10,0.9,0.0,0.5,0,9
1fac792f-d7e2-4a4c-b20d-ddb3fe0afa76.wav.post-edited.json,0.07142857142857142,0.0,0.0,0.0,14,0.9285714285714286,0.0,0.5,0,13
dee6089b-b1ec-487c-ab45-dcb637aee261.wav.post-edited.json,0.0,0.0,0.0,0.0,5,1.0,0.5,0.5,0,5
46a84c2d-8e96-4520-abf9-0d060a2729fb.wav.post-edited.json,0.17647058823529413,0.0,0.0,0.0,34,0.7352941176470589,0.022222222222222223,0.5,3,25
1eaf77e7-a04d-4415-9bf1-e0f87c53c8a5.wav.post-edited.json,0.043478260869565216,0.0,0.0,0.0,23,0.9130434782608695,0.0,0.5,1,21
5bf5b1d5-b5c4-4931-a282-e929ba315364.wav.post-edited.json,0.05,0.0,0.0,0.0,20,0.9,0.0,0.5,1,18
3b8f2502-f3ba-495b-8edc-0721c55cfeea.wav.post-edited.json,1.0,0.0,0.0,0.0,1,0.0,0.5,0.5,0,0
6ed419f0-98f6-43a4-b71e-838340b9c6e8.wav.post-edited.json,0.14285714285714285,0.0,0.0,0.0,14,0.8571428571428571,0.4583333333333333,0.5,0,12
54c9b180-141a-4e73-ae17-89378a26473d.wav.post-edited.json,0.0,0.0,0.0,0.0,7,1.0,0.5,0.5,0,7
9cb2988a-2946-4b38-a0ce-adb66febf35c.wav.post-edited.json,0.1111111111111111,0.16666666666666666,0.05,0.07692307692307693,27,0.7407407407407407,0.14285714285714285,0.1,5,19
31f0d72c-c103-4d47-a3cb-861b1acc8c71.wav.post-edited.json,0.4,0.0,0.0,0.0,10,0.5,0.19999999999999998,0.5,1,5
fcf91d1d-4c48-4145-9cfc-a9d64755969f.wav.post-edited.json,0.25,0.0,0.0,0.0,4,0.75,0.0,0.5,0,3
7cf1ab08-69ab-48b3-87ac-8c2424eaba2f.wav.post-edited.json,0.2727272727272727,0.0,0.0,0.0,11,0.7272727272727273,0.2916666666666667,0.5,0,8
31cd151c-b64e-48d8-8ce1-e48f3968d979.wav.post-edited.json,0.2727272727272727,0.0,0.0,0.0,11,0.7272727272727273,0.04166666666666667,0.5,0,8
461cef2f-eb1a-40ef-a4c9-85d1db6e58f0.wav.post-edited.json,0.25,0.0,0.0,0.0,4,0.75,1.0,0.5,0,3
8cbc0fc3-c015-4ce1-a532-14edc281c28c.wav.post-edited.json,0.0,0.0,0.0,0.0,6,0.8333333333333334,0.0,0.5,1,5
206357de-349e-49fe-b42a-717dd923a6cc.wav.post-edited.json,0.3333333333333333,0.0,0.0,0.0,12,0.6666666666666666,0.0,0.5,0,8
e98e323d-e027-4cff-bdf5-bf557a752f0a.wav.post-edited.json,0.07142857142857142,0.0,0.0,0.0,14,0.9285714285714286,0.0,0.5,0,13
99802f26-656a-4405-909c-9ac36903036a.wav.post-edited.json,0.25,0.0,0.0,0.0,12,0.75,0.0,0.5,0,9
f045808a-bd3a-4dc6-b5a6-ec46f5c13eff.wav.post-edited.json,0.1111111111111111,0.0,0.0,0.0,18,0.8888888888888888,0.0,0.5,0,16
7eb01efb-6e0d-4064-8167-b6f1d55719f3.wav.post-edited.json,0.23529411764705882,0.0,0.0,0.0,17,0.7647058823529411,0.34615384615384615,0.5,0,13
ef61631c-c83d-49e7-9430-70d360b06fe6.wav.post-edited.json,0.15789473684210525,0.0,0.0,0.0,19,0.6842105263157895,0.16666666666666669,0.5,3,13
fff7cebe-e4ff-439e-a9cc-17088e4b20aa.wav.post-edited.json,0.28431372549019607,0.0,0.0,0.0,102,0.7156862745098039,0.4558337269721303,0.5,0,73
1e335a44-a654-4a86-ab81-40c940461761.wav.post-edited.json,0.125,0.0,0.0,0.0,8,0.875,0.42857142857142855,0.5,0,7
d33d90b7-fa84-4a7b-9189-446488402ae4.wav.post-edited.json,0.0,0.0,0.0,0.0,1,1.0,0.5,0.5,0,1
0e61c9c9-2879-41e2-9844-09c846853421.wav.post-edited.json,0.2,0.0,0.0,0.0,15,0.8,0.0,0.5,0,12
f4da1c32-3f7d-4b94-ab41-83f96988a9d8.wav.post-edited.json,0.1111111111111111,0.0,0.0,0.0,18,0.8888888888888888,0.09375,0.5,0,16
5071885b-231b-4f96-bcf4-0cd5b618f10a.wav.post-edited.json,0.11764705882352941,0.0,0.0,0.0,17,0.8235294117647058,0.11904761904761907,0.5,1,14
26a6305a-a835-47a6-aa9d-87580a732ecc.wav.post-edited.json,0.0,0.0,0.0,0.0,4,1.0,0.5,0.5,0,4
9f86f2ab-ff82-4eed-94fb-e96ce58724c0.wav.post-edited.json,0.313953488372093,0.0,0.0,0.0,86,0.6744186046511628,0.3516009852216749,0.5,1,58
5c7a87d4-7c64-442e-b881-1eeb58de3361.wav.post-edited.json,0.17647058823529413,0.0,0.0,0.0,51,0.8235294117647058,0.28571428571428564,0.5,0,42
6e64161b-5b88-477b-b768-fd9682925bd3.wav.post-edited.json,1.0,0.0,0.0,0.0,1,0.0,0.5,0.5,0,0
01cd208e-ee96-4949-8124-ba7641e35165.wav.post-edited.json,0.2644628099173554,0.0,0.0,0.0,121,0.71900826446281,0.36612576064908725,0.5,2,87
502143a3-2c72-4760-b4d1-d9b52878aa44.wav.post-edited.json,0.0,0.0,0.0,0.0,7,0.7142857142857143,0.0,0.5,2,5
66391b9d-8fe1-47f0-b553-fa36aaf14cc9.wav.post-edited.json,0.0,0.0,0.0,0.0,7,0.8571428571428571,0.0,0.5,1,6
28c2001c-e682-4fa9-b0e0-c7e8b0a265f3.wav.post-edited.json,0.5098039215686274,0.0,0.0,0.0,51,0.47058823529411764,0.4506172839506174,0.5,1,24
88f76145-1890-4c99-bc7d-e9bbaaa9e70c.wav.post-edited.json,0.17647058823529413,0.0,0.0,0.0,17,0.8235294117647058,0.21428571428571433,0.5,0,14
46048dfb-a4a7-4203-8890-18f93fc4d652.wav.post-edited.json,0.09090909090909091,0.0,0.0,0.0,11,0.9090909090909091,0.0,0.5,0,10
b3609db3-aa68-4252-872b-3b922433fc33.wav.post-edited.json,0.08333333333333333,0.0,0.0,0.0,12,0.9166666666666666,0.18181818181818182,0.5,0,11
d49588cd-2011-4226-b10f-bc4fced6e15a.wav.post-edited.json,0.28,0.0,0.0,0.0,25,0.72,0.20634920634920637,0.5,0,18
f046b179-53e9-4dc3-a7cc-0e6cc3718cf2.wav.post-edited.json,0.3076923076923077,0.0,0.0,0.0,13,0.6923076923076923,0.05555555555555555,0.5,0,9
37c86af8-35cf-435f-a19a-483a49dc9c87.wav.post-edited.json,0.1111111111111111,0.0,0.0,0.0,9,0.8888888888888888,0.0,0.5,0,8
45e71e2e-4dce-483b-9fb4-a6d7094d9443.wav.post-edited.json,0.0,0.0,0.0,0.0,5,1.0,0.5,0.5,0,5
e5e901dc-5de6-4815-9a38-0331515caa86.wav.post-edited.json,0.08333333333333333,0.0,0.0,0.0,12,0.6666666666666666,0.0,0.5,3,8
1dbb1133-5558-48a5-b74c-c907c86ee4a7.wav.post-edited.json,0.0,0.0,0.0,0.0,1,1.0,0.5,0.5,0,1
8cc27f79-4a19-4cfa-8d55-ae972fa41b50.wav.post-edited.json,0.30952380952380953,0.0,0.0,0.0,42,0.6666666666666666,0.24489795918367344,0.5,1,28
0eadd3bd-49c6-4ae6-8567-9be9e97e8c38.wav.post-edited.json,0.0625,0.0,0.0,0.0,32,0.875,0.0,0.5,2,28
62c273f1-6084-4b71-a4f0-efffc6c123b1.wav.post-edited.json,0.36363636363636365,0.0,0.0,0.0,11,0.6363636363636364,0.0,0.5,0,7
6aeb0f71-d759-4555-aed0-cbac10ff5be5.wav.post-edited.json,0.0,0.0,0.0,0.0,8,1.0,0.5,0.5,0,8
032e3a87-e651-48c6-92a6-4c5d62d0198c.wav.post-edited.json,0.18181818181818182,0.14285714285714285,0.025,0.0425531914893617,55,0.7272727272727273,0.12833333333333333,0.1,6,39
567df6d8-d827-4fd8-9a13-45570dd8bf9f.wav.post-edited.json,0.3,0.0,0.0,0.0,20,0.7,0.34523809523809523,0.5,0,14
0b123d01-7993-42ec-9422-1c5c80a52c08.wav.post-edited.json,0.07692307692307693,0.0,0.0,0.0,13,0.9230769230769231,0.0,0.5,0,12
f605901e-1cc6-4893-b0f9-d31707d703f8.wav.post-edited.json,0.36363636363636365,0.0,0.0,0.0,11,0.6363636363636364,0.2857142857142857,0.5,0,7
60eed7fb-c0bc-46a9-9694-c3144dd688d4.wav.post-edited.json,0.0,0.0,0.0,0.0,7,1.0,0.5,0.5,0,7
af2a0dba-5402-4f16-ab8c-43b03e3d4c77.wav.post-edited.json,0.07142857142857142,0.0,0.0,0.0,14,0.9285714285714286,0.0,0.5,0,13
507fadd5-16ed-495f-b020-ddd383fcbd8a.wav.post-edited.json,0.0,0.0,0.0,0.0,10,1.0,0.5,0.5,0,10
1008a019-9a24-46e0-a1a3-1589be35bae5.wav.post-edited.json,0.0,0.0,0.0,0.0,6,1.0,0.5,0.5,0,6
2a680978-f5df-4682-b3b2-6beb1342dcdd.wav.post-edited.json,0.07317073170731707,0.6666666666666666,0.05128205128205128,0.09523809523809523,41,0.9512195121951219,0.34615384615384615,0.1,1,37
fb3a7c75-435b-4b2f-960f-b3bf618075ef.wav.post-edited.json,0.25,0.3333333333333333,0.5,0.4,8,0.5,0.0,0.1,4,2
8ddd290a-d172-4cb8-82ff-37219e969ac0.wav.post-edited.json,0.06666666666666667,0.0,0.0,0.0,15,0.9333333333333333,0.0,0.5,0,14
cf2c25f8-f884-4699-bb4f-0c9622ad80d0.wav.post-edited.json,0.0,0.0,0.0,0.0,10,1.0,0.5,0.5,0,10
5eb6a252-084e-4215-8efc-2bca14fc3eb2.wav.post-edited.json,0.09090909090909091,0.0,0.0,0.0,11,0.9090909090909091,0.8,0.5,0,10
91490dca-46fc-414b-8af2-bbb92b19f1c1.wav.post-edited.json,0.29411764705882354,0.0,0.0,0.0,17,0.7058823529411765,0.08333333333333331,0.5,0,12
154a6e89-9b56-4cda-9f1b-55fe2369055f.wav.post-edited.json,0.17647058823529413,0.5,0.21428571428571427,0.3,17,0.8235294117647058,0.02380952380952381,0.1,3,11
f6bcb3af-c917-4d31-8a3d-626972765095.wav.post-edited.json,0.21052631578947367,0.5,0.2,0.2857142857142857,19,0.7894736842105263,0.16666666666666666,0.1,3,12
ef472040-65ca-4ba8-95b5-238ba2a6e2c7.wav.post-edited.json,0.125,0.0,0.0,0.0,16,0.875,0.0,0.5,0,14
382d518f-829f-4e75-bfdf-518f34a4e7a3.wav.post-edited.json,0.0,0.0,0.0,0.0,8,1.0,0.5,0.5,0,8
aecc92d3-cf62-42e5-8d5e-dde214263d99.wav.post-edited.json,0.5,0.0,0.0,0.0,2,0.5,0.0,0.5,0,1
fc51e4f1-f606-4dd3-85ff-33244e63c416.wav.post-edited.json,0.16363636363636364,0.18181818181818182,0.05128205128205128,0.08,55,0.7090909090909091,0.1778846153846154,0.1,9,37
11488556-4987-44c5-8c48-0edec8d0d14c.wav.post-edited.json,0.0,0.0,0.0,0.0,9,0.8888888888888888,0.0,0.5,1,8
67ca4d4b-0b9c-4f07-b2b3-1cfffc9b343e.wav.post-edited.json,0.08333333333333333,0.0,0.0,0.0,12,0.75,0.0,0.5,2,9
7ffc651f-b5df-4024-abb3-03b8913a1e0f.wav.post-edited.json,0.1111111111111111,0.14285714285714285,0.05263157894736842,0.07692307692307693,27,0.7037037037037037,0.046052631578947366,0.1,6,18
b543f994-3a98-4194-8f4e-a8d5b5c6852d.wav.post-edited.json,0.2727272727272727,0.0,0.0,0.0,11,0.7272727272727273,0.0,0.5,0,8
bf55cfa5-74e8-417f-9e83-57445d09231f.wav.post-edited.json,0.16666666666666666,0.0,0.0,0.0,6,0.8333333333333334,0.0,0.5,0,5
25d55b6a-dc9f-41c2-a8bc-1c9a3368ec5b.wav.post-edited.json,0.15151515151515152,0.0,0.0,0.0,33,0.8181818181818182,0.15432098765432098,0.5,1,27
